,Unicode,漢字,繁体字,汉字,日本語の読み,韓国語の読み,ピンイン,频率,累计频率(%),consonant_jp,vowel_jp,rusheng_jp,consonants,vowel,tone,sound,middle_pronounce,middle_tone,middle_tone2,middle_initial,voice_class,jp_voicing,retroflex,korean,日本語_五音,日本語_清濁,韓国語_子音,韓国語_五音,韓国語_清濁,中国語_五音,中国語_清濁,ピンイン2
1762,U+63DB,換,換,换,カン,환,huàn,16540,86.0370103919,k,an,False,h,uan,4,huan,匣桓一合,去,3,匣,全濁,清,False,hwan,牙音,全清,ㅎ,喉音,次清,牙音,次清,huan4
1763,U+63E0,揠,揠,揠,アツ,알,yà,11,99.9936400857,,atsu,True,y,a,4,ya,影山二開,入,4,影,全清,その他,False,al,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,ya4
1764,U+63E1,握,握,握,アク,악,wò,14573,87.3998463924,,aku,True,w,o,4,wo,影江二開,入,4,影,全清,その他,False,ak,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,wo4
1765,U+63E3,揣,揣,揣,シ,췌,chuāi,1365,98.6889923155,s,hi,False,ch,uai,1,chuai,初支三合,上,2,初,次清,清,True,chwe,歯音,全清,ㅊ,歯音,次清,歯音,次清,chuai1
1766,U+63E9,揩,揩,揩,カイ,개,kāi,755,99.2731921084,k,ai,False,k,ai,1,kai,溪皆二開,平,1,溪,次清,清,False,gae,牙音,全清,ㄱ,牙音,全清,牙音,次清,kai1
1767,U+63ED,揭,揭,揭,ケイ,게,jiē,3973,96.1919895498,k,ei,False,j,ie,1,jie,溪祭三開,去,3,溪,次清,清,False,ge,牙音,全清,ㄱ,牙音,全清,歯音,全清,jie1
1768,U+63EE,揮,揮,挥,キ,휘,huī,24673,80.2700179621,k,i,True,h,ui,1,hui,曉微三合,平,1,曉,全清,清,False,hwi,牙音,全清,ㅎ,喉音,次清,牙音,次清,hui1
1769,U+63F2,揲,揲,揲,セツ,설,dié,1,99.9993547249,s,etsu,True,d,ie,2,die,船仙三開,入,4,船,全濁,清,False,seol,歯音,全清,ㅅ,歯音,全清,舌音,全清,die2
1770,U+63F4,援,援,援,エン,원,yuán,8205,92.3414791927,,en,False,y,uan,2,yuan,云元三合,平,1,云,次濁,その他,False,won,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yuan2
1772,U+640D,損,損,损,ソン,손,sǔn,7183,93.2142109575,s,on,False,s,un,3,sun,心魂一合,上,2,心,全清,清,False,son,歯音,全清,ㅅ,歯音,全清,歯音,次清,sun3
1773,U+640F,搏,搏,搏,ハク,박,bó,2449,97.7279438165,h,aku,True,b,o,2,bo,幫虞三合,去,3,幫,全清,清,False,bak,唇音,全清,ㅂ,唇音,全清,唇音,全清,bo2
1774,U+6414,搔,搔,搔,ソウ,소,sāo,883,99.1643320142,s,ou,False,s,ao,1,sao,心豪一開,平,1,心,全清,清,False,so,歯音,全清,ㅅ,歯音,全清,歯音,次清,sao1
1775,U+6416,搖,搖,摇,ヨウ,요,yáo,28691,77.6292483531,y,ou,False,y,ao,2,yao,以宵三開,平,1,以,次濁,鼻音・流音,False,yo,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yao2
1776,U+6417,搗,搗,捣,トウ,도,dǎo,1907,98.2015631636,t,ou,False,d,ao,3,dao,端豪一開,上,2,端,全清,清,False,do,舌音,全清,ㄷ,舌音,全清,舌音,全清,dao3
1779,U+642A,搪,搪,搪,トウ,당,táng,416,99.6060772907,t,ou,False,t,ang,2,tang,定唐一開,平,1,定,全濁,清,False,dang,舌音,全清,ㄷ,舌音,全清,舌音,次清,tang2
1781,U+642D,搭,搭,搭,トウ,탑,dā,5792,94.4618028806,t,ou,False,d,a,1,da,透談一開,入,4,透,次清,清,False,tap,舌音,全清,ㅌ,舌音,次清,舌音,全清,da1
1782,U+6434,搴,搴,搴,ケン,건,qiān,47,99.9719941419,k,en,False,q,ian,1,qian,見仙三開,上,2,見,全清,清,False,geon,牙音,全清,ㄱ,牙音,全清,歯音,次清,qian1
1783,U+6436,搶,搶,抢,ソウ,창,qiǎng,9674,91.0352531919,s,ou,False,q,iang,3,qiang,清陽三開,平,1,清,次清,清,False,chang,歯音,全清,ㅊ,歯音,次清,歯音,次清,qiang3
1784,U+643A,携,携,携,ケイ,휴,xié,2273,97.8743364597,k,ei,False,x,ie,2,xie,匣齊四合,平,1,匣,全濁,清,False,hyu,牙音,全清,ㅎ,喉音,次清,歯音,次清,xie2
1785,U+6458,摘,摘,摘,テキ,적,zhāi,3444,96.7046188164,t,eki,True,zh,ai,1,zhai,知耕二開,入,4,知,全清,清,True,jeok,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhai1
1786,U+645E,摞,摞,摞,ラ,라,luò,343,99.6744432178,r,a,False,l,uo,4,luo,來戈一合,平,1,來,次濁,鼻音・流音,False,ra,流音,次濁,ㄹ,流音,次濁,舌音,次濁,luo4
1787,U+6467,摧,摧,摧,サ,최,cuī,1915,98.1840501899,s,a,False,c,ui,1,cui,從灰一合,平,1,從,全濁,清,False,choe,歯音,全清,ㅊ,歯音,次清,歯音,次清,cui1
1788,U+6469,摩,摩,摩,マ,마,mó,11469,89.7251303252,m,a,False,m,o,2,mo,明戈一合,平,1,明,次濁,鼻音・流音,False,ma,唇音,次濁,なし,なし,なし,唇音,次濁,mo2
1789,U+646D,摭,摭,摭,セキ,척,zhí,71,99.949284583,s,eki,True,zh,i,2,zhi,章清三開,入,4,章,全清,清,True,cheok,歯音,全清,ㅊ,歯音,次清,歯音,全清,zhi2
1790,U+646F,摯,摯,挚,シ,지,zhì,1130,98.9355963029,s,hi,False,zh,i,4,zhi,章脂三開,去,3,章,全清,清,True,ji,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhi4
1791,U+6473,摳,摳,抠,コウ,구,kōu,420,99.6027236938,k,ou,False,k,ou,1,kou,溪虞三合,平,1,溪,次清,清,False,gu,牙音,全清,ㄱ,牙音,全清,牙音,次清,kou1
1792,U+6478,摸,摸,摸,モ,모,mō,13338,88.2800028328,m,o,False,m,o,1,mo,明模一開,平,1,明,次濁,鼻音・流音,False,mo,唇音,次濁,なし,なし,なし,唇音,次濁,mo1
1794,U+647A,摺,摺,折,ショウ,접,zhé,13256,88.3256947312,s,hou,False,zh,e,2,zhe,來覃一開,入,4,來,次濁,清,True,jeop,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhe2
1795,U+647B,摻,摻,掺,サン,섬,càn,601,99.408228826,s,an,False,c,an,4,can,生咸二開,平,1,生,全清,清,False,seom,歯音,全清,ㅅ,歯音,全清,歯音,次清,can4
1796,U+6485,撅,撅,撅,ケツ,궤,juē,434,99.5870594391,k,etsu,True,j,ue,1,jue,見元三合,入,4,見,全清,清,False,gwe,牙音,全清,ㄱ,牙音,全清,歯音,全清,jue1
1797,U+6488,撈,撈,捞,ロウ,로,lāo,1869,98.236121487,r,ou,False,l,ao,1,lao,來豪一開,平,1,來,次濁,鼻音・流音,False,ro,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lao1
1801,U+6493,撓,撓,挠,ドウ,뇨 요,náo,1218,98.845717384,d,ou,False,n,ao,2,nao,曉豪一開,平,1,曉,全清,濁,False,nyo yo,舌音,全濁,ㄴ,舌音,次濁,舌音,次濁,nao2
1802,U+6495,撕,撕,撕,セイ,서,sī,3519,96.6170573865,s,ei,False,s,i,1,si,心齊四開,平,1,心,全清,清,False,seo,歯音,全清,ㅅ,歯音,全清,歯音,次清,si1
1803,U+6499,撙,撙,撙,ソン,준,zǔn,25,99.9868985077,s,on,False,z,un,3,zun,精魂一合,上,2,精,全清,清,False,jun,歯音,全清,ㅈ,歯音,全清,歯音,全清,zun3
1804,U+649E,撞,撞,撞,ドウ,당,zhuàng,8584,91.9848552205,d,ou,False,zh,uang,4,zhuang,澄江二開,平,1,澄,全濁,濁,True,dang,舌音,全濁,ㄷ,舌音,全清,歯音,全清,zhuang4
1805,U+649F,撟,撟,挢,キョウ,교,jiǎo,5,99.9966005576,k,you,False,j,iao,3,jiao,見宵三開,平,1,見,全清,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao3
1806,U+64A4,撤,撤,撤,テツ,철,chè,8575,91.9946833454,t,etsu,True,ch,e,4,che,澄仙三開,入,4,澄,全濁,清,True,cheol,舌音,全清,ㅊ,歯音,次清,歯音,次清,che4
1807,U+64A5,撥,撥,拨,ハツ,발,bō,4091,96.0855180052,h,atsu,True,b,o,1,bo,幫桓一合,入,4,幫,全清,清,False,bal,唇音,全清,ㅂ,唇音,全清,唇音,全清,bo1
1808,U+64A9,撩,撩,撩,リョウ,료,liāo,913,99.1354745763,r,you,False,l,iao,1,liao,來蕭四開,平,1,來,次濁,鼻音・流音,False,ryo,流音,次濁,ㄹ,流音,次濁,舌音,次濁,liao1
1809,U+64AB,撫,撫,抚,ブ,무,fǔ,7356,93.0894401892,b,u,False,f,u,3,fu,滂虞三合,上,2,滂,次清,濁,False,mu,唇音,全濁,なし,なし,なし,唇音,次清,fu3
1810,U+64AD,播,播,播,ハ,파,bō,5402,94.8206916197,h,a,False,b,o,1,bo,幫戈一合,去,3,幫,全清,清,False,pa,唇音,全清,ㅍ,唇音,次清,唇音,全清,bo1
1811,U+64AE,撮,撮,撮,サツ,촬,cuō,704,99.3142043294,s,atsu,True,c,uo,1,cuo,精桓一合,入,4,精,全清,清,False,chwal,歯音,全清,ㅊ,歯音,次清,歯音,次清,cuo1
1812,U+64B0,撰,撰,撰,セン,찬,zhuàn,2063,98.0541607737,s,en,False,zh,uan,4,zhuan,崇刪二合,上,2,崇,全濁,清,True,chan,歯音,全清,ㅊ,歯音,次清,歯音,全清,zhuan4
1813,U+64B2,撲,撲,扑,ボク,박,pū,11235,89.8682117786,b,oku,True,p,u,1,pu,滂東一開,入,4,滂,次清,濁,False,bak,唇音,全濁,ㅂ,唇音,全清,唇音,次清,pu1
1814,U+64BB,撻,撻,挞,タツ,달,tà,172,99.8435660504,t,atsu,True,t,a,4,ta,透寒一開,入,4,透,次清,清,False,dal,舌音,全清,ㄷ,舌音,全清,舌音,次清,ta4
1815,U+64BC,撼,撼,撼,カン,감,hàn,1129,98.9368902916,k,an,False,h,an,4,han,匣覃一開,上,2,匣,全濁,清,False,gam,牙音,全清,ㄱ,牙音,全清,牙音,次清,han4
1817,U+64BF,撿,撿,捡,ケン,검,jiǎn,2172,97.945639936,k,en,False,j,ian,3,jian,來鹽三開,上,2,來,次濁,清,False,geom,牙音,全清,ㄱ,牙音,全清,歯音,全清,jian3
1818,U+64C1,擁,擁,拥,ヨウ,옹,yōng,10313,90.5918975929,y,ou,False,y,ong,1,yong,影鍾三開,上,2,影,全清,鼻音・流音,False,ong,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yong1
1819,U+64C4,擄,擄,掳,ロ,노 로,lǔ,475,99.53711308,r,o,False,l,u,3,lu,來模一開,上,2,來,次濁,鼻音・流音,False,no ro,流音,次濁,ㄴ,舌音,次濁,舌音,次濁,lu3
1820,U+64C5,擅,擅,擅,セン,천,shàn,1671,98.4345051977,s,en,False,sh,an,4,shan,常仙三開,去,3,常,全濁,清,True,cheon,歯音,全清,ㅊ,歯音,次清,歯音,次清,shan4
1821,U+64C7,擇,擇,择,タク,택,zé,7348,93.097862004,t,aku,True,z,e,2,ze,澄庚二開,入,4,澄,全濁,清,False,taek,舌音,全清,ㅌ,舌音,次清,歯音,全清,ze2
1822,U+64CA,擊,擊,击,ゲキ,격,jī,47768,68.4332684012,g,eki,True,j,i,1,ji,見青四開,入,4,見,全清,濁,False,gyeok,牙音,全濁,ㄱ,牙音,全清,歯音,全清,ji1
1823,U+64CD,操,操,操,ソウ,조,cāo,9283,91.3501852839,s,ou,False,c,ao,1,cao,清豪一開,平,1,清,次清,清,False,jo,歯音,全清,ㅈ,歯音,全清,歯音,次清,cao1
1824,U+64CE,擎,擎,擎,ギョウ,경,qíng,1011,99.0516942524,g,you,False,q,ing,2,qing,群庚三開,平,1,群,全濁,濁,False,gyeong,牙音,全濁,ㄱ,牙音,全清,歯音,次清,qing2
1825,U+64D0,擐,擐,擐,カン,환,huàn,7,99.9956194643,k,an,False,h,uan,4,huan,見刪二合,平,1,見,全清,清,False,hwan,牙音,全清,ㅎ,喉音,次清,牙音,次清,huan4
1826,U+64D2,擒,擒,擒,キン,금,qín,1822,98.2847429117,k,in,False,q,in,2,qin,群侵三開,平,1,群,全濁,清,False,geum,牙音,全清,ㄱ,牙音,全清,歯音,次清,qin2
1827,U+64D4,擔,擔,担,タン,담,dān,18929,84.3697730063,t,an,False,d,an,1,dan,端談一開,平,1,端,全清,清,False,dam,舌音,全清,ㄷ,舌音,全清,舌音,全清,dan1
1828,U+64D7,擗,擗,擗,ヘキ,벽,pǐ,2,99.998260164,h,eki,True,p,i,3,pi,並清三開,入,4,並,全濁,清,False,byeok,唇音,全清,ㅂ,唇音,全清,唇音,次清,pi3
1829,U+64D8,擘,擘,擘,ハク,벽,bò,50,99.9692032983,h,aku,True,b,o,4,bo,幫耕二開,入,4,幫,全清,清,False,byeok,唇音,全清,ㅂ,唇音,全清,唇音,全清,bo4
1830,U+64DA,據,據,据,キョ,거,jù,25863,79.5750978947,k,yo,False,j,u,4,ju,見魚三開,去,3,見,全清,清,False,geo,牙音,全清,ㄱ,牙音,全清,歯音,全清,ju4
1831,U+64E0,擠,擠,挤,セイ,제,jǐ,7491,92.9619989216,s,ei,False,j,i,3,ji,精齊四開,平,1,精,全清,清,False,je,歯音,全清,ㅈ,歯音,全清,歯音,全清,ji3
1832,U+64E2,擢,擢,擢,テキ,탁,zhuó,231,99.78810448,t,eki,True,zh,uo,2,zhuo,澄江二開,入,4,澄,全濁,清,True,tak,舌音,全清,ㅌ,舌音,次清,歯音,全清,zhuo2
1834,U+64EC,擬,擬,拟,ギ,의,nǐ,3343,96.8444750402,g,i,False,n,i,3,ni,疑之三開,上,2,疑,次濁,濁,False,ui,牙音,全濁,ㅇ,喉音,次濁,舌音,次濁,ni3
1835,U+64EF,擯,擯,摈,ヒン,빈,bìn,132,99.883605201,h,in,False,b,in,4,bin,幫眞三開,去,3,幫,全清,清,False,bin,唇音,全清,ㅂ,唇音,全清,唇音,全清,bin4
1837,U+64F2,擲,擲,掷,テキ,척,zhì,2010,98.107865316,t,eki,True,zh,i,4,zhi,澄清三開,入,4,澄,全濁,清,True,cheok,舌音,全清,ㅊ,歯音,次清,歯音,全清,zhi4
1838,U+64F4,擴,擴,扩,カク,확,kuò,4591,95.6357875921,k,aku,True,k,uo,4,kuo,匣唐一合,去,3,匣,全濁,清,False,hwak,牙音,全清,ㅎ,喉音,次清,牙音,次清,kuo4
1839,U+64FA,擺,擺,摆,ハイ,파,bǎi,15287,86.888799941,h,ai,False,b,ai,3,bai,幫佳二開,上,2,幫,全清,清,False,pa,唇音,全清,ㅍ,唇音,次清,唇音,全清,bai3
1840,U+64FE,擾,擾,扰,ジョウ,요,rǎo,5373,94.8638895239,j,ou,False,r,ao,3,rao,日宵三開,上,2,日,次濁,その他,True,yo,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,rao3
1841,U+6500,攀,攀,攀,ハン,반,pān,2338,97.8214949586,h,an,False,p,an,1,pan,滂刪二開,平,1,滂,次清,清,False,ban,唇音,全清,ㅂ,唇音,全清,唇音,次清,pan1
1842,U+6504,攄,攄,摅,チョ,터,shū,20,99.9898188648,c,ho,False,sh,u,1,shu,徹魚三開,平,1,徹,次清,その他,True,teo,舌音,全清,ㅌ,舌音,次清,歯音,次清,shu1
1843,U+650F,攏,攏,拢,ロウ,롱,lǒng,3234,96.9575861566,r,ou,False,l,ong,3,long,來東一開,上,2,來,次濁,鼻音・流音,False,rong,流音,次濁,ㄹ,流音,次濁,舌音,次濁,long3
1844,U+6514,攔,攔,拦,ラン,란,lán,4816,95.4255883548,r,an,False,l,an,2,lan,來寒一開,平,1,來,次濁,鼻音・流音,False,ran,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lan2
1845,U+6518,攘,攘,攘,ジョウ,양,rǎng,842,99.207735077,j,ou,False,r,ang,3,rang,日陽三開,平,1,日,次濁,その他,True,yang,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,rang3
1846,U+6519,攙,攙,搀,サン,참,chān,942,99.1089048279,s,an,False,ch,an,1,chan,崇咸二開,平,1,崇,全濁,清,True,cham,歯音,全清,ㅊ,歯音,次清,歯音,次清,chan1
1847,U+651B,攛,攛,撺,サン,찬,cuān,77,99.9439160772,s,an,False,c,uan,1,cuan,清桓一合,平,1,清,次清,清,False,chan,歯音,全清,ㅊ,歯音,次清,歯音,次清,cuan1
1848,U+651D,攝,攝,摄,セツ,섭,shè,3278,96.9240295569,s,etsu,True,sh,e,4,she,書鹽三開,入,4,書,全清,清,True,seop,歯音,全清,ㅅ,歯音,全清,歯音,次清,she4
1849,U+6522,攢,攢,攒,サン,찬,zǎn,764,99.263619572,s,an,False,z,an,3,zan,精寒一開,去,3,精,全清,清,False,chan,歯音,全清,ㅊ,歯音,次清,歯音,全清,zan3
1850,U+6523,攣,攣,挛,レン,련,luán,528,99.4752159503,r,en,False,l,uan,2,luan,來仙三合,平,1,來,次濁,鼻音・流音,False,ryeon,流音,次濁,ㄹ,流音,次濁,舌音,次濁,luan2
1851,U+6524,攤,攤,摊,タン,탄,tān,3718,96.4431826698,t,an,False,t,an,1,tan,透寒一開,平,1,透,次清,清,False,tan,舌音,全清,ㅌ,舌音,次清,舌音,次清,tan1
1852,U+652A,攪,攪,搅,カク,교,jiǎo,2066,98.04942952,k,aku,True,j,iao,3,jiao,見肴二開,上,2,見,全清,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao3
1853,U+652B,攫,攫,攫,カク,확,jué,435,99.5850663068,k,aku,True,j,ue,2,jue,見陽三合,入,4,見,全清,清,False,hwak,牙音,全清,ㅎ,喉音,次清,歯音,全清,jue2
1854,U+652C,攬,攬,揽,ラン,람,lǎn,1279,98.7755864058,r,an,False,l,an,3,lan,來談一開,上,2,來,次濁,鼻音・流音,False,ram,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lan3
1855,U+652F,支,支,支,シ,지,zhī,27320,78.7538299744,s,hi,False,zh,i,1,zhi,章支三開,平,1,章,全清,清,True,ji,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhi1
1856,U+6536,收,收,收,シュウ,수,shōu,33731,74.9419524579,s,huu,False,sh,ou,1,shou,書尤三開,平,1,書,全清,清,True,su,歯音,全清,ㅅ,歯音,全清,歯音,次清,shou1
1857,U+6538,攸,攸,攸,ユウ,유,yōu,816,99.2229443153,y,uu,False,y,ou,1,you,以尤三開,平,1,以,次濁,鼻音・流音,False,yu,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,you1
1858,U+6539,改,改,改,カイ,개,gǎi,26268,79.3364251755,k,ai,False,g,ai,3,gai,見咍一開,上,2,見,全清,清,False,gae,牙音,全清,ㄱ,牙音,全清,牙音,全清,gai3
1859,U+653B,攻,攻,攻,コウ,공,gōng,32423,75.6250157379,k,ou,False,g,ong,1,gong,見東一開,平,1,見,全清,清,False,gong,牙音,全清,ㄱ,牙音,全清,牙音,全清,gong1
1860,U+653E,放,放,放,ホウ,방,fàng,72041,61.0585781118,h,ou,False,f,ang,4,fang,幫陽三合,上,2,幫,全清,清,False,bang,唇音,全清,ㅂ,唇音,全清,唇音,次清,fang4
1861,U+653F,政,政,政,セイ,정,zhèng,43792,70.5765824516,s,ei,False,zh,eng,4,zheng,章清三開,去,3,章,全清,清,True,jeong,歯音,全清,ㅈ,歯音,全清,歯音,全清,zheng4
1862,U+6545,故,故,故,コ,고,gù,38120,72.6931181567,k,o,False,g,u,4,gu,見模一開,去,3,見,全清,清,False,go,牙音,全清,ㄱ,牙音,全清,牙音,全清,gu4
1863,U+6548,效,效,效,コウ,효,xiào,10346,90.5327030542,k,ou,False,x,iao,4,xiao,匣肴二開,去,3,匣,全濁,清,False,hyo,牙音,全清,ㅎ,喉音,次清,歯音,次清,xiao4
1864,U+6549,敉,敉,敉,ビ,미,mǐ,44,99.9746990253,b,i,False,m,i,3,mi,明支三開,上,2,明,次濁,濁,False,mi,唇音,全濁,なし,なし,なし,唇音,次濁,mi3
1865,U+654F,敏,敏,敏,ビン,민,mǐn,5919,94.3544751717,b,in,False,m,in,3,min,明眞三開,上,2,明,次濁,濁,False,min,唇音,全濁,なし,なし,なし,唇音,次濁,min3
1866,U+6551,救,救,救,キュウ,구,jiù,20181,83.4313492521,k,yuu,False,j,iu,4,jiu,見尤三開,去,3,見,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiu4
1867,U+6555,敕,敕,敕,チョク,칙,chì,350,99.6689027915,c,hoku,True,ch,i,4,chi,徹蒸三開,入,4,徹,次清,その他,True,chik,舌音,全清,ㅊ,歯音,次清,歯音,次清,chi4
1868,U+6556,敖,敖,敖,ゴウ,오,áo,648,99.3723512988,g,ou,False,,ao,2,ao,疑豪一開,平,1,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,ao2
1869,U+6557,敗,敗,败,ハイ,패,bài,17161,85.6304308915,h,ai,False,b,ai,4,bai,並夬二開,去,3,並,全濁,清,False,pae,唇音,全清,ㅍ,唇音,次清,唇音,全清,bai4
1870,U+6558,敘,敘,叙,ジョ,서,xù,4863,95.3590700006,j,o,False,x,u,4,xu,邪魚三開,上,2,邪,全濁,その他,False,seo,歯音,全濁,ㅅ,歯音,全清,歯音,次清,xu4
1871,U+6559,教,教,教,キョウ,교,jiào,63382,63.2072549373,k,you,False,j,iao,4,jiao,見肴二開,平,1,見,全清,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao4
1872,U+655D,敝,敝,敝,ヘイ,폐,bì,1144,98.9199733092,h,ei,False,b,i,4,bi,並祭三開,去,3,並,全濁,清,False,pye,唇音,全清,ㅍ,唇音,次清,唇音,全清,bi4
1873,U+655E,敞,敞,敞,ショウ,창,chǎng,2045,98.0776646055,s,hou,False,ch,ang,3,chang,昌陽三開,上,2,昌,次清,清,True,chang,歯音,全清,ㅊ,歯音,次清,歯音,次清,chang3
1874,U+6562,敢,敢,敢,カン,감,gǎn,34148,74.7083938021,k,an,False,g,an,3,gan,見談一開,上,2,見,全清,清,False,gam,牙音,全清,ㄱ,牙音,全清,牙音,全清,gan3
1875,U+6563,散,散,散,サン,산,sàn,20630,83.0332844036,s,an,False,s,an,4,san,心寒一開,上,2,心,全清,清,False,san,歯音,全清,ㅅ,歯音,全清,歯音,次清,san4
1876,U+6566,敦,敦,敦,トン,돈,dūn,3909,96.2687589536,t,on,False,d,un,1,dun,端灰一合,平,1,端,全清,清,False,don,舌音,全清,ㄷ,舌音,全清,舌音,全清,dun1
1877,U+656C,敬,敬,敬,ケイ,경,jìng,12718,88.7275968465,k,ei,False,j,ing,4,jing,見庚三開,去,3,見,全清,清,False,gyeong,牙音,全清,ㄱ,牙音,全清,歯音,全清,jing4
1878,U+6572,敲,敲,敲,コウ,고,qiāo,7749,92.7348208106,k,ou,False,q,iao,1,qiao,溪肴二開,平,1,溪,次清,清,False,go,牙音,全清,ㄱ,牙音,全清,歯音,次清,qiao1
1879,U+6574,整,整,整,セイ,정,zhěng,35169,74.1526778065,s,ei,False,zh,eng,3,zheng,章清三開,上,2,章,全清,清,True,jeong,歯音,全清,ㅈ,歯音,全清,歯音,全清,zheng3
1880,U+6575,敵,敵,敌,テキ,적,dí,45031,69.8639236215,t,eki,True,d,i,2,di,定青四開,入,4,定,全濁,清,False,jeok,舌音,全清,ㅈ,歯音,全清,舌音,全清,di2
1881,U+6577,敷,敷,敷,フ,부,fū,1353,98.7061224794,f,u,False,f,u,1,fu,滂虞三合,平,1,滂,次清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu1
1882,U+6578,數,數,数,シュ,삭 수,shù,42481,71.2203091629,s,hu,False,sh,u,4,shu,生虞三合,上,2,生,全清,清,True,sak su,歯音,全清,ㅅ,歯音,全清,歯音,次清,shu4
1883,U+6582,斂,斂,敛,レン,렴,liǎn,1260,98.7988736178,r,en,False,l,ian,3,lian,來鹽三開,上,2,來,次濁,鼻音・流音,False,ryeom,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lian3
1884,U+6583,斃,斃,毙,ヘイ,폐,bì,2549,97.6275135601,h,ei,False,b,i,4,bi,並祭三開,去,3,並,全濁,清,False,pye,唇音,全清,ㅍ,唇音,次清,唇音,全清,bi4
1885,U+6587,文,文,文,ブン,문,wén,106025,53.0346378768,b,un,False,w,en,2,wen,明文三合,平,1,明,次濁,濁,False,mun,唇音,全濁,なし,なし,なし,喉音,次濁,wen2
1886,U+658C,斌,斌,斌,ヒン,빈,bīn,3058,97.1596294828,h,in,False,b,in,1,bin,幫眞三開,平,1,幫,全清,清,False,bin,唇音,全清,ㅂ,唇音,全清,唇音,全清,bin1
1887,U+6590,斐,斐,斐,ヒ,비,fěi,885,99.1623067901,h,i,False,f,ei,3,fei,滂微三合,上,2,滂,次清,清,False,bi,唇音,全清,ㅂ,唇音,全清,唇音,次清,fei3
1888,U+6591,斑,斑,斑,ハン,반,bān,2851,97.3429563914,h,an,False,b,an,1,ban,幫刪二開,平,1,幫,全清,清,False,ban,唇音,全清,ㅂ,唇音,全清,唇音,全清,ban1
1889,U+6595,斕,斕,斓,ラン,란,lán,402,99.6210699091,r,an,False,l,an,2,lan,來山二開,平,1,來,次濁,鼻音・流音,False,ran,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lan2
1890,U+6597,斗,斗,斗,ト,두,dòu dǒu,28511,77.760305683,t,o,False,d,ou dou,3,dou dou,端侯一開,上,2,端,全清,清,False,du,舌音,全清,ㄷ,舌音,全清,舌音,全清,dou4 dou3
1891,U+6599,料,料,料,リョウ,료 요,liào,23409,81.1486660862,r,you,False,l,iao,4,liao,來蕭四開,平,1,來,次濁,鼻音・流音,False,ryo yo,流音,次濁,ㄹ,流音,次濁,舌音,次濁,liao4
1892,U+659B,斛,斛,斛,コク,곡,hú,133,99.8831490385,k,oku,True,h,u,2,hu,匣東一開,入,4,匣,全濁,清,False,gok,牙音,全清,ㄱ,牙音,全清,牙音,次清,hu2
1893,U+659C,斜,斜,斜,シャ,사,xié,5903,94.3680144883,s,ha,False,x,ie,2,xie,以麻三開,平,1,以,次濁,清,False,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,xie2
1894,U+659F,斟,斟,斟,シン,짐,zhēn,1187,98.8704407056,s,hin,False,zh,en,1,zhen,章侵三開,平,1,章,全清,清,True,jim,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhen1
1895,U+65A1,斡,斡,斡,アツ,알,wò,219,99.7989022368,,atsu,True,w,o,4,wo,影桓一合,入,4,影,全清,その他,False,al,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,wo4
1896,U+65A4,斤,斤,斤,キン,근,jīn,3550,96.5806205445,k,in,False,j,in,1,jin,見欣三開,平,1,見,全清,清,False,geun,牙音,全清,ㄱ,牙音,全清,歯音,全清,jin1
1897,U+65A5,斥,斥,斥,セキ,척,chì,3933,96.2328092198,s,eki,True,ch,i,4,chi,昌麻三開,去,3,昌,次清,清,True,cheok,歯音,全清,ㅊ,歯音,次清,歯音,次清,chi4
1898,U+65A7,斧,斧,斧,フ,부,fǔ,1693,98.4152397805,f,u,False,f,u,3,fu,幫虞三合,上,2,幫,全清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu3
