,Unicode,漢字,繁体字,汉字,日本語の読み,韓国語の読み,ピンイン,频率,累计频率(%),consonant_jp,vowel_jp,rusheng_jp,consonants,vowel,tone,sound,middle_pronounce,middle_tone,middle_tone2,middle_initial,voice_class,jp_voicing,retroflex,korean,日本語_五音,日本語_清濁,韓国語_子音,韓国語_五音,韓国語_清濁,中国語_五音,中国語_清濁,ピンイン2
132,U+4F69,佩,佩,佩,ハイ,패,pèi,9076,91.5392142243,h,ai,False,p,ei,4,pei,並灰一合,去,3,並,全濁,清,False,pae,唇音,全清,ㅍ,唇音,次清,唇音,次清,pei4
133,U+4F6F,佯,佯,佯,ヨウ,양,yáng,820,99.2210738197,y,ou,False,y,ang,2,yang,以陽三開,平,1,以,次濁,鼻音・流音,False,yang,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yang2
134,U+4F70,佰,佰,佰,ハク,백,bǎi,22,99.988607398,h,aku,True,b,ai,3,bai,明庚二開,入,4,明,次濁,清,False,baek,唇音,全清,ㅂ,唇音,全清,唇音,全清,bai3
135,U+4F73,佳,佳,佳,カ,가,jiā,5058,95.1323789978,k,a,False,j,ia,1,jia,見佳二開,平,1,見,全清,清,False,ga,牙音,全清,ㄱ,牙音,全清,歯音,全清,jia1
136,U+4F74,佴,佴,佴,ジ,이,nài,41,99.9769649382,j,i,False,n,ai,4,nai,日之三開,去,3,日,次濁,その他,False,i,歯音,全濁,ㅇ,喉音,次濁,舌音,次濁,nai4
137,U+4F76,佶,佶,佶,キツ,길,jí,47,99.9717786682,k,itsu,True,j,i,2,ji,群眞三開,入,4,群,全濁,清,False,gil,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji2
138,U+4F7B,佻,佻,佻,チョウ,조,tiāo,115,99.9021519903,c,hou,False,t,iao,1,tiao,透蕭四開,平,1,透,次清,その他,False,jo,舌音,全清,ㅈ,歯音,全清,舌音,次清,tiao1
139,U+4F7C,佼,佼,佼,コウ,교,jiǎo,271,99.7517203603,k,ou,False,j,iao,3,jiao,見肴二開,平,1,見,全清,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao3
140,U+4F7E,佾,佾,佾,イツ,일,yì,25,99.986984468,,itsu,True,y,i,4,yi,以眞三開,入,4,以,次濁,その他,False,il,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi4
141,U+4F7F,使,使,使,シ,사,shǐ,94704,54.6371655124,s,hi,False,sh,i,3,shi,生之三開,上,2,生,全清,清,True,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi3
142,U+4F83,侃,侃,侃,カン,간,kǎn,1001,99.0632220986,k,an,False,k,an,3,kan,溪寒一開,上,2,溪,次清,清,False,gan,牙音,全清,ㄱ,牙音,全清,牙音,次清,kan3
143,U+4F84,侄,侄,侄,シツ,질,zhí,2477,97.7110405878,s,hitsu,True,zh,i,2,zhi,章眞三開,入,4,章,全清,清,True,jil,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhi2
144,U+4F86,來,來,来,ライ,내 래,lái,653533,17.1803692906,r,ai,False,l,ai,2,lai,來咍一開,平,1,來,次濁,鼻音・流音,False,nae rae,流音,次濁,ㄴ,舌音,次濁,舌音,次濁,lai2
145,U+4F88,侈,侈,侈,シ,치,chǐ,604,99.405468928,s,hi,False,ch,i,3,chi,昌支三開,上,2,昌,次清,清,True,chi,歯音,全清,ㅊ,歯音,次清,歯音,次清,chi3
146,U+4F89,侉,侉,侉,カ,과,kuǎ,46,99.9725855486,k,a,False,k,ua,3,kua,影歌一開,去,3,影,全清,清,False,gwa,牙音,全清,ㄱ,牙音,全清,牙音,次清,kua3
147,U+4F8B,例,例,例,レイ,례 예,lì,12628,88.785610864,r,ei,False,l,i,4,li,來祭三開,去,3,來,次濁,鼻音・流音,False,rye ye,流音,次濁,ㄹ,流音,次濁,舌音,次濁,li4
148,U+4F8D,侍,侍,侍,ジ,시,shì,7107,93.27974478,j,i,False,sh,i,4,shi,常之三開,去,3,常,全濁,その他,True,si,歯音,全濁,ㅅ,歯音,全清,歯音,次清,shi4
149,U+4F8F,侏,侏,侏,シュ,주,zhū,546,99.4616605877,s,hu,False,zh,u,1,zhu,章虞三合,平,1,章,全清,清,True,ju,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhu1
150,U+4F91,侑,侑,侑,ユウ,유,yòu,35,99.9801076459,y,uu,False,y,ou,4,you,云尤三開,去,3,云,次濁,鼻音・流音,False,yu,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,you4
151,U+4F94,侔,侔,侔,ボウ,모,móu,50,99.9688021503,b,ou,False,m,ou,2,mou,明尤三開,平,1,明,次濁,濁,False,mo,唇音,全濁,なし,なし,なし,唇音,次濁,mou2
152,U+4F96,侖,侖,仑,ロン,륜,lún,2377,97.7971693464,r,on,False,l,un,2,lun,來諄三合,平,1,來,次濁,鼻音・流音,False,ryun,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lun2
153,U+4F97,侗,侗,侗,ドウ,동,dòng,143,99.8705048549,d,ou,False,d,ong,4,dong,定東一開,平,1,定,全濁,濁,False,dong,舌音,全濁,ㄷ,舌音,全清,舌音,全清,dong4
154,U+4F9B,供,供,供,キョウ,공,gōng,11213,89.893936824,k,you,False,g,ong,1,gong,見鍾三開,平,1,見,全清,清,False,gong,牙音,全清,ㄱ,牙音,全清,牙音,全清,gong1
155,U+4F9D,依,依,依,イ,의,yī,21433,82.5050676735,,i,False,y,i,1,yi,影微三開,平,1,影,全清,その他,False,ui,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi1
156,U+4FAE,侮,侮,侮,ブ,모,wǔ,1922,98.1730644666,b,u,False,w,u,3,wu,明虞三合,上,2,明,次濁,濁,False,mo,唇音,全濁,なし,なし,なし,喉音,次濁,wu3
157,U+4FAF,侯,侯,侯,コウ,후,hóu,7054,93.352710155,k,ou,False,h,ou,2,hou,匣侯一開,平,1,匣,全濁,清,False,hu,牙音,全清,ㅎ,喉音,次清,牙音,次清,hou2
158,U+4FB5,侵,侵,侵,シン,침,qīn,8164,92.3883470278,s,hin,False,q,in,1,qin,清侵三開,平,1,清,次清,清,False,chim,歯音,全清,ㅊ,歯音,次清,歯音,次清,qin1
159,U+4FB6,侶,侶,侣,リョ,려,lǚ,1593,98.4945031784,r,yo,False,l,ü,3,lü,來魚三開,上,2,來,次濁,鼻音・流音,False,ryeo,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lü3
160,U+4FBF,便,便,便,ベン,변 편,biàn,97630,54.1968964604,b,en,False,b,ian,4,bian,並仙三開,平,1,並,全濁,濁,False,byeon pyeon,唇音,全濁,ㅂ,唇音,全清,唇音,全清,bian4
161,U+4FC1,俁,俁,俣,ゴ,우,yǔ,88,99.9327011264,g,o,False,y,u,3,yu,疑虞三合,上,2,疑,次濁,濁,False,u,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yu3
162,U+4FC2,係,係,系,ケイ,계,xì,37526,72.9094710036,k,ei,False,x,i,4,xi,見齊四開,去,3,見,全清,清,False,gye,牙音,全清,ㄱ,牙音,全清,歯音,次清,xi4
163,U+4FC3,促,促,促,ソク,촉,cù,5845,94.4284938466,s,oku,True,c,u,4,cu,清鍾三開,入,4,清,次清,清,False,chok,歯音,全清,ㅊ,歯音,次清,歯音,次清,cu4
164,U+4FC4,俄,俄,俄,ガ,아,é,8119,92.4442957064,g,a,False,,e,2,e,疑歌一開,平,1,疑,次濁,濁,False,a,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,e2
165,U+4FC5,俅,俅,俅,キュウ,구,qiú,74,99.9468719646,k,yuu,False,q,iu,2,qiu,群尤三開,平,1,群,全濁,清,False,gu,牙音,全清,ㄱ,牙音,全清,歯音,次清,qiu2
166,U+4FCA,俊,俊,俊,シュン,준,jùn,6408,93.9395219942,s,hun,False,j,un,4,jun,精諄三合,去,3,精,全清,清,False,jun,歯音,全清,ㅈ,歯音,全清,歯音,全清,jun4
167,U+4FCE,俎,俎,俎,ソ,조,zǔ,126,99.891434463,s,o,False,z,u,3,zu,莊魚三開,上,2,莊,全清,清,False,jo,歯音,全清,ㅈ,歯音,全清,歯音,全清,zu3
168,U+4FCF,俏,俏,俏,ショウ,소 초,qiào,1847,98.2595267511,s,hou,False,q,iao,4,qiao,清宵三開,去,3,清,次清,清,False,so cho,歯音,全清,ㅅ,歯音,全清,歯音,次清,qiao4
170,U+4FD1,俑,俑,俑,ヨウ,용,yǒng,139,99.8755214966,y,ou,False,y,ong,3,yong,透東一開,平,1,透,次清,鼻音・流音,False,yong,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yong3
171,U+4FD7,俗,俗,俗,ゾク,속,sú,8466,92.1313349701,z,oku,True,s,u,2,su,邪鍾三開,入,4,邪,全濁,濁,False,sok,歯音,全濁,ㅅ,歯音,全清,歯音,次清,su2
172,U+4FD8,俘,俘,俘,フ,부,fú,3915,96.2597915775,f,u,False,f,u,2,fu,滂虞三合,平,1,滂,次清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu2
173,U+4FDA,俚,俚,俚,リ,리,lǐ,279,99.7444802127,r,i,False,l,i,3,li,來之三開,上,2,來,次濁,鼻音・流音,False,ri,流音,次濁,ㄹ,流音,次濁,舌音,次濁,li3
174,U+4FDD,保,保,保,ホ,보,bǎo,42265,71.365923579,h,o,False,b,ao,3,bao,幫豪一開,上,2,幫,全清,清,False,bo,唇音,全清,ㅂ,唇音,全清,唇音,全清,bao3
175,U+4FDE,俞,俞,俞,ユ,유,yú,896,99.1521027322,y,u,False,y,u,2,yu,以虞三合,平,1,以,次濁,鼻音・流音,False,yu,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yu2
176,U+4FDF,俟,俟,俟,シ,사,qí,668,99.3519706903,s,hi,False,q,i,2,qi,群微三開,平,1,群,全濁,清,False,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,qi2
177,U+4FE0,俠,俠,侠,キョウ,협,xiá,20427,83.2452486918,k,you,False,x,ia,2,xia,匣添四開,入,4,匣,全濁,清,False,hyeop,牙音,全清,ㅎ,喉音,次清,歯音,次清,xia2
178,U+4FE1,信,信,信,シン,신,xìn,93126,55.0663835112,s,hin,False,x,in,4,xin,心眞三開,去,3,心,全清,清,False,sin,歯音,全清,ㅅ,歯音,全清,歯音,次清,xin4
180,U+4FEE,修,修,修,シュウ,수,xiū,16978,85.7864407704,s,huu,False,x,iu,1,xiu,心尤三開,平,1,心,全清,清,False,su,歯音,全清,ㅅ,歯音,全清,歯音,次清,xiu1
181,U+4FEF,俯,俯,俯,フ,부,fǔ,3324,96.8559306797,f,u,False,f,u,3,fu,幫虞三合,上,2,幫,全清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu3
182,U+4FF1,俱,俱,俱,グ,구,jù,4738,95.5130317326,g,u,False,j,u,4,ju,見虞三合,平,1,見,全清,濁,False,gu,牙音,全濁,ㄱ,牙音,全清,歯音,全清,ju4
183,U+4FF3,俳,俳,俳,ハイ,배,pái,121,99.8953897819,h,ai,False,p,ai,2,pai,並皆二開,平,1,並,全濁,清,False,bae,唇音,全清,ㅂ,唇音,全清,唇音,次清,pai2
184,U+4FF8,俸,俸,俸,ホウ,봉,fèng,329,99.6882782378,h,ou,False,f,eng,4,feng,幫東一開,上,2,幫,全清,清,False,bong,唇音,全清,ㅂ,唇音,全清,唇音,次清,feng4
185,U+4FFA,俺,俺,俺,エン,엄,ǎn,2446,97.7307472677,,en,False,,an,3,an,影鹽三開,去,3,影,全清,その他,False,eom,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,an3
186,U+4FFE,俾,俾,俾,ヘイ,비,bǐ bì,436,99.58306859,h,ei,False,b,i bi,4,bi bi,幫支三開,上,2,幫,全清,清,False,bi,唇音,全清,ㅂ,唇音,全清,唇音,全清,bi3 bi4
187,U+5000,倀,倀,伥,トウ,창,chāng,77,99.9436513195,t,ou,False,ch,ang,1,chang,徹陽三開,平,1,徹,次清,清,True,chang,舌音,全清,ㅊ,歯音,次清,歯音,次清,chang1
189,U+5009,倉,倉,仓,ソウ,창,cāng,4623,95.5988579111,s,ou,False,c,ang,1,cang,清唐一開,平,1,清,次清,清,False,chang,歯音,全清,ㅊ,歯音,次清,歯音,次清,cang1
190,U+500B,個,個,个,コ,개,gè,605892,17.8748045421,k,o,False,g,e,4,ge,見歌一開,去,3,見,全清,清,False,gae,牙音,全清,ㄱ,牙音,全清,牙音,全清,ge4
191,U+500D,倍,倍,倍,バイ,배,bèi,4741,95.5076013354,b,ai,False,b,ei,4,bei,並咍一開,上,2,並,全濁,濁,False,bae,唇音,全濁,ㅂ,唇音,全清,唇音,全清,bei4
194,U+5012,倒,倒,倒,トウ,도,dào,49429,67.9310506433,t,ou,False,d,ao,4,dao,端豪一開,上,2,端,全清,清,False,do,舌音,全清,ㄷ,舌音,全清,舌音,全清,dao4
195,U+5014,倔,倔,倔,クツ,굴,jué,761,99.2679852079,k,utsu,True,j,ue,2,jue,群文三合,入,4,群,全濁,清,False,gul,牙音,全清,ㄱ,牙音,全清,歯音,全清,jue2
197,U+5019,候,候,候,コウ,후,hòu,77417,59.2673837152,k,ou,False,h,ou,4,hou,匣侯一開,去,3,匣,全濁,清,False,hu,牙音,全清,ㅎ,喉音,次清,牙音,次清,hou4
198,U+501A,倚,倚,倚,イ,의,yǐ,2289,97.8612716438,,i,False,y,i,3,yi,影支三開,上,2,影,全清,その他,False,ui,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi3
199,U+501C,倜,倜,倜,チョウ,척,tì,181,99.8356279054,c,hou,False,t,i,4,ti,透青四開,入,4,透,次清,その他,False,cheok,舌音,全清,ㅊ,歯音,次清,舌音,次清,ti4
200,U+501F,借,借,借,シャク,차,jiè,13752,88.0014835139,s,haku,True,j,ie,4,jie,精麻三開,去,3,精,全清,清,False,cha,歯音,全清,ㅊ,歯音,次清,歯音,全清,jie4
201,U+5021,倡,倡,倡,ショウ,창,chàng,1513,98.554842708,s,hou,False,ch,ang,4,chang,昌陽三開,平,1,昌,次清,清,True,chang,歯音,全清,ㅊ,歯音,次清,歯音,次清,chang4
202,U+5025,倥,倥,倥,コウ,공,kǒng,75,99.9461006143,k,ou,False,k,ong,3,kong,溪東一開,平,1,溪,次清,清,False,gong,牙音,全清,ㄱ,牙音,全清,牙音,次清,kong3
203,U+5026,倦,倦,倦,ケン,권,juàn,3322,96.8635467602,k,en,False,j,uan,4,juan,群仙三合,去,3,群,全濁,清,False,gwon,牙音,全清,ㄱ,牙音,全清,歯音,全清,juan4
204,U+5028,倨,倨,倨,キョ,거,jù,125,99.8918642644,k,yo,False,j,u,4,ju,見魚三開,去,3,見,全清,清,False,geo,牙音,全清,ㄱ,牙音,全清,歯音,全清,ju4
205,U+5029,倩,倩,倩,セン,천,qiàn,3130,97.0853036432,s,en,False,q,ian,4,qian,清先四開,去,3,清,次清,清,False,cheon,歯音,全清,ㅊ,歯音,次清,歯音,次清,qian4
206,U+502A,倪,倪,倪,ゲイ,예,ní,828,99.2172961521,g,ei,False,n,i,2,ni,疑齊四開,平,1,疑,次濁,濁,False,ye,牙音,全濁,ㅇ,喉音,次濁,舌音,次濁,ni2
207,U+502B,倫,倫,伦,リン,륜 윤,lún,14383,87.5817188532,r,in,False,l,un,2,lun,來諄三合,平,1,來,次濁,鼻音・流音,False,ryun yun,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lun2
208,U+502C,倬,倬,倬,タク,탁,zhuō,62,99.9578347652,t,aku,True,zh,uo,1,zhuo,知江二開,入,4,知,全清,清,True,tak,舌音,全清,ㅌ,舌音,次清,歯音,全清,zhuo1
209,U+502D,倭,倭,倭,ワ,왜,wō,800,99.2340641367,w,a,False,w,o,1,wo,影支三合,平,1,影,全清,鼻音・流音,False,wae,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,wo1
211,U+5043,偃,偃,偃,エン,언,yǎn,328,99.6890301037,,en,False,y,an,3,yan,影元三開,上,2,影,全清,その他,False,eon,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yan3
212,U+5047,假,假,假,カ,가,jiǎ,24165,80.6323909577,k,a,False,j,ia,3,jia,見麻二開,上,2,見,全清,清,False,ga,牙音,全清,ㄱ,牙音,全清,歯音,全清,jia3
213,U+5048,偈,偈,偈,ゲ,게,jì,166,99.8495752468,g,e,False,j,i,4,ji,群祭三開,去,3,群,全濁,濁,False,ge,牙音,全濁,ㄱ,牙音,全清,歯音,全清,ji4
214,U+5049,偉,偉,伟,イ,위,wěi,9713,90.9797320224,,i,False,w,ei,3,wei,云微三合,上,2,云,次濁,その他,False,wi,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,wei3
215,U+504E,偎,偎,偎,ワイ,외,wēi,750,99.2852666619,w,ai,False,w,ei,1,wei,影灰一合,平,1,影,全清,鼻音・流音,False,oe,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,wei1
216,U+504F,偏,偏,偏,ヘン,편,piān,10461,90.4017076158,h,en,False,p,ian,1,pian,滂仙三開,平,1,滂,次清,清,False,pyeon,唇音,全清,ㅍ,唇音,次清,唇音,次清,pian1
217,U+5055,偕,偕,偕,カイ,해,xié,583,99.4305773517,k,ai,False,x,ie,2,xie,見皆二開,平,1,見,全清,清,False,hae,牙音,全清,ㅎ,喉音,次清,歯音,次清,xie2
219,U+505C,停,停,停,テイ,정,tíng,31912,75.8828002919,t,ei,False,t,ing,2,ting,定青四開,平,1,定,全濁,清,False,jeong,舌音,全清,ㅈ,歯音,全清,舌音,次清,ting2
220,U+5065,健,健,健,ケン,건,jiàn,7654,92.8229736472,k,en,False,j,ian,4,jian,群元三開,去,3,群,全濁,清,False,geon,牙音,全清,ㄱ,牙音,全清,歯音,全清,jian4
221,U+5074,側,側,侧,ソク,측,cè,10235,90.6153647484,s,oku,True,c,e,4,ce,莊蒸三開,入,4,莊,全清,清,False,cheuk,歯音,全清,ㅊ,歯音,次清,歯音,次清,ce4
222,U+5075,偵,偵,侦,テイ,정,zhēn,7570,92.9102588581,t,ei,False,zh,en,1,zhen,徹清三開,平,1,徹,次清,清,True,jeong,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhen1
223,U+5076,偶,偶,偶,グウ,우,ǒu,7377,93.0810092053,g,uu,False,,ou,3,ou,疑侯一開,上,2,疑,次濁,濁,False,u,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,ou3
224,U+5080,傀,傀,傀,カイ,괴,kuǐ,359,99.661588145,k,ai,False,k,ui,3,kui,見灰一合,平,1,見,全清,清,False,goe,牙音,全清,ㄱ,牙音,全清,牙音,次清,kui3
225,U+5085,傅,傅,傅,フ,부,fù,5637,94.6121428197,f,u,False,f,u,4,fu,幫虞三合,去,3,幫,全清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu4
226,U+508D,傍,傍,傍,ボウ,방,bàng,2552,97.6216682613,b,ou,False,b,ang,4,bang,並唐一開,平,1,並,全濁,濁,False,bang,唇音,全濁,ㅂ,唇音,全清,唇音,全清,bang4
227,U+5091,傑,傑,杰,ケツ,걸,jié,14497,87.4330900967,k,etsu,True,j,ie,2,jie,群仙三開,入,4,群,全濁,清,False,geol,牙音,全清,ㄱ,牙音,全清,歯音,全清,jie2
228,U+5096,傖,傖,伧,ソウ,창,cāng,81,99.9397395539,s,ou,False,c,ang,1,cang,崇庚二開,平,1,崇,全濁,清,False,chang,歯音,全清,ㅊ,歯音,次清,歯音,次清,cang1
229,U+5098,傘,傘,伞,サン,산,sǎn,2269,97.8821405067,s,an,False,s,an,3,san,心寒一開,上,2,心,全清,清,False,san,歯音,全清,ㅅ,歯音,全清,歯音,次清,san3
230,U+5099,備,備,备,ビ,비,bèi,38900,72.5169442891,b,i,False,b,ei,4,bei,並脂三開,去,3,並,全濁,濁,False,bi,唇音,全濁,ㅂ,唇音,全清,唇音,全清,bei4
232,U+50AC,催,催,催,サイ,최,cuī,4161,96.0429791297,s,ai,False,c,ui,1,cui,清灰一合,平,1,清,次清,清,False,choe,歯音,全清,ㅊ,歯音,次清,歯音,次清,cui1
233,U+50AD,傭,傭,佣,ヨウ,용,yōng,1623,98.4723655419,y,ou,False,y,ong,1,yong,以鍾三開,平,1,以,次濁,鼻音・流音,False,yong,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yong1
234,U+50B2,傲,傲,傲,ゴウ,오,ào,4766,95.4749295535,g,ou,False,,ao,4,ao,疑豪一開,去,3,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,ao4
235,U+50B3,傳,傳,传,デン,전,chuán,49065,68.1000978308,d,en,False,ch,uan,2,chuan,澄仙三合,平,1,澄,全濁,濁,True,jeon,舌音,全濁,ㅈ,歯音,全清,歯音,次清,chuan2
236,U+50B4,傴,傴,伛,ウ,구,yǔ,54,99.9652858019,,u,False,y,u,3,yu,影虞三合,上,2,影,全清,その他,False,gu,不明 (),不明 (),ㄱ,牙音,全清,喉音,次濁,yu3
237,U+50B5,債,債,债,サイ,채,zhài,2966,97.2528081303,s,ai,False,zh,ai,4,zhai,莊佳二開,去,3,莊,全清,清,True,chae,歯音,全清,ㅊ,歯音,次清,歯音,全清,zhai4
238,U+50B7,傷,傷,伤,ショウ,상,shāng,35155,74.1929702534,s,hou,False,sh,ang,1,shang,書陽三開,平,1,書,全清,清,True,sang,歯音,全清,ㅅ,歯音,全清,歯音,次清,shang1
239,U+50BE,傾,傾,倾,ケイ,경,qīng,7446,92.9962122578,k,ei,False,q,ing,1,qing,溪清三合,平,1,溪,次清,清,False,gyeong,牙音,全清,ㄱ,牙音,全清,歯音,次清,qing1
240,U+50C2,僂,僂,偻,ル,루,lóu,218,99.8004071147,r,u,False,l,ou,2,lou,來侯一開,平,1,來,次濁,鼻音・流音,False,ru,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lou2
241,U+50C5,僅,僅,仅,キン,근,jǐn,20739,82.9622514156,k,in,False,j,in,3,jin,群眞三開,去,3,群,全濁,清,False,geun,牙音,全清,ㄱ,牙音,全清,歯音,全清,jin3
242,U+50C9,僉,僉,佥,セン,첨,qiān,89,99.9322965401,s,en,False,q,ian,1,qian,清鹽三開,平,1,清,次清,清,False,cheom,歯音,全清,ㅊ,歯音,次清,歯音,次清,qian1
243,U+50CF,像,像,像,ゾウ,상,xiàng,92427,55.1723175176,z,ou,False,x,iang,4,xiang,邪陽三開,上,2,邪,全濁,濁,False,sang,歯音,全濁,ㅅ,歯音,全清,歯音,次清,xiang4
244,U+50D1,僑,僑,侨,キョウ,교,qiáo,988,99.0768760289,k,you,False,q,iao,2,qiao,群宵三開,平,1,群,全濁,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,次清,qiao2
245,U+50D5,僕,僕,仆,ボク,복,pú,6137,94.1263423285,b,oku,True,p,u,2,pu,並東一開,入,4,並,全濁,濁,False,bok,唇音,全濁,ㅂ,唇音,全清,唇音,次清,pu2
246,U+50D6,僖,僖,僖,キ,희,xī,158,99.8573884628,k,i,True,x,i,1,xi,曉之三開,平,1,曉,全清,清,False,hui,牙音,全清,ㅎ,喉音,次清,歯音,次清,xi1
247,U+50DA,僚,僚,僚,リョウ,료 요,liáo,1664,98.4421464932,r,you,False,l,iao,2,liao,來蕭四開,平,1,來,次濁,鼻音・流音,False,ryo yo,流音,次濁,ㄹ,流音,次濁,舌音,次濁,liao2
248,U+50DE,僞,僞,伪,ギ,위,wěi,5516,94.7145054631,g,i,False,w,ei,3,wei,疑支三合,去,3,疑,次濁,濁,False,wi,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,wei3
249,U+50E5,僥,僥,侥,ギョウ,요,jiǎo,833,99.2144445631,g,you,False,j,iao,3,jiao,疑蕭四開,平,1,疑,次濁,濁,False,yo,牙音,全濁,ㅇ,喉音,次濁,歯音,全清,jiao3
250,U+50E6,僦,僦,僦,シュウ,추,jiù,99,99.9213864618,s,huu,False,j,iu,4,jiu,精尤三開,去,3,精,全清,清,False,chu,歯音,全清,ㅊ,歯音,次清,歯音,全清,jiu4
251,U+50E7,僧,僧,僧,ソウ,승,sēng,4118,96.0761345814,s,ou,False,s,eng,1,seng,心登一開,平,1,心,全清,清,False,seung,歯音,全清,ㅅ,歯音,全清,歯音,次清,seng1
252,U+50EC,僬,僬,僬,ショウ,초,jiāo,38,99.9789764086,s,hou,False,j,iao,1,jiao,從宵三開,平,1,從,全濁,清,False,cho,歯音,全清,ㅊ,歯音,次清,歯音,全清,jiao1
253,U+50ED,僭,僭,僭,セン,참,jiàn,177,99.840559733,s,en,False,j,ian,4,jian,精添四開,去,3,精,全清,清,False,cham,歯音,全清,ㅊ,歯音,次清,歯音,全清,jian4
254,U+50EE,僮,僮,僮,ドウ,동,tóng,205,99.8147097586,d,ou,False,t,ong,2,tong,定東一開,平,1,定,全濁,濁,False,dong,舌音,全濁,ㄷ,舌音,全清,舌音,次清,tong2
255,U+50F5,僵,僵,僵,キョウ,강,jiāng,3074,97.1385359771,k,you,False,j,iang,1,jiang,見陽三開,平,1,見,全清,清,False,gang,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiang1
256,U+50F9,價,價,价,カ,가,jià,15456,86.7479156323,k,a,False,j,ia,4,jia,見麻二開,去,3,見,全清,清,False,ga,牙音,全清,ㄱ,牙音,全清,歯音,全清,jia4
257,U+50FB,僻,僻,僻,ヘキ,벽,pì,1706,98.3996614861,h,eki,True,p,i,4,pi,滂清三開,入,4,滂,次清,清,False,byeok,唇音,全清,ㅂ,唇音,全清,唇音,次清,pi4
258,U+5100,儀,儀,仪,ギ,의,yí,7696,92.7790192925,g,i,False,y,i,2,yi,疑支三開,平,1,疑,次濁,濁,False,ui,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yi2
259,U+5102,儂,儂,侬,ドウ,농,nóng,1318,98.7428378327,d,ou,False,n,ong,2,nong,泥冬一開,平,1,泥,次濁,濁,False,nong,舌音,全濁,ㄴ,舌音,次濁,舌音,次濁,nong2
260,U+5104,億,億,亿,オク,억,yì,2573,97.6011306321,,oku,True,y,i,4,yi,影蒸三開,入,4,影,全清,その他,False,eok,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi4
261,U+5106,儆,儆,儆,ケイ,경,jǐng,182,99.8339614222,k,ei,False,j,ing,3,jing,見庚三開,上,2,見,全清,清,False,gyeong,牙音,全清,ㄱ,牙音,全清,歯音,全清,jing3
262,U+5107,儇,儇,儇,ケン,현,xuān,10,99.9939908036,k,en,False,x,uan,1,xuan,曉仙三合,平,1,曉,全清,清,False,hyeon,牙音,全清,ㅎ,喉音,次清,歯音,次清,xuan1
263,U+5109,儉,儉,俭,ケン,검,jiǎn,1053,99.0055817217,k,en,False,j,ian,3,jian,群鹽三開,上,2,群,全濁,清,False,geom,牙音,全清,ㄱ,牙音,全清,歯音,全清,jian3
264,U+510B,儋,儋,儋,タン,담,dān,54,99.9653476933,t,an,False,d,an,1,dan,端談一開,平,1,端,全清,清,False,dam,舌音,全清,ㄷ,舌音,全清,舌音,全清,dan1
265,U+5110,儐,儐,傧,ヒン,빈,bīn,71,99.9491218315,h,in,False,b,in,1,bin,幫眞三開,平,1,幫,全清,清,False,bin,唇音,全清,ㅂ,唇音,全清,唇音,全清,bin1
